date,team,points,mp
7/15/2020,West Ham,34,35
7/15/2020,Watford,34,35
7/15/2020,Bournemouth,31,35
7/15/2020,Aston Villa,30,35
7/15/2020,Norwich City,21,36
7/16/2020,Liverpool,93,36
7/16/2020,Manchester City,75,36
7/16/2020,Chelsea,63,36
7/16/2020,Leicester City,59,35
7/16/2020,Manchester Utd,59,35
7/16/2020,Wolves,56,36
7/16/2020,Tottenham,55,36
7/16/2020,Sheffield Utd,54,35
7/16/2020,Arsenal,53,36
7/16/2020,Burnley,51,36
7/16/2020,Everton,45,35
7/16/2020,Southampton,45,35
7/16/2020,Newcastle Utd,43,36
7/16/2020,Crystal Palace,42,35
7/16/2020,Brighton,36,35
7/16/2020,West Ham,34,35
7/16/2020,Watford,34,35
7/16/2020,Bournemouth,31,36
7/16/2020,Aston Villa,30,35
7/16/2020,Norwich City,21,36
7/17/2020,Liverpool,93,36
7/17/2020,Manchester City,75,36
7/17/2020,Chelsea,63,36
7/17/2020,Leicester City,62,36
7/17/2020,Manchester Utd,62,36
7/17/2020,Wolves,56,36
7/17/2020,Tottenham,55,36
7/17/2020,Sheffield Utd,54,36
7/17/2020,Arsenal,53,36
7/17/2020,Burnley,51,36
7/17/2020,Everton,46,36
7/17/2020,Southampton,46,36
7/17/2020,Newcastle Utd,43,36
7/17/2020,Crystal Palace,42,36
7/17/2020,Brighton,37,36
7/17/2020,West Ham,34,35
7/17/2020,Watford,34,35
7/17/2020,Bournemouth,31,36
7/17/2020,Aston Villa,31,36
7/17/2020,Norwich City,21,36
7/18/2020,Liverpool,93,36
7/18/2020,Manchester City,75,36
7/18/2020,Chelsea,63,36
7/18/2020,Leicester City,62,36
7/18/2020,Manchester Utd,62,36
7/18/2020,Wolves,56,36
7/18/2020,Tottenham,55,36
7/18/2020,Sheffield Utd,54,36
7/18/2020,Arsenal,53,36
7/18/2020,Burnley,51,36
7/18/2020,Everton,46,36
7/18/2020,Southampton,46,36
7/18/2020,Newcastle Utd,43,36
7/18/2020,Crystal Palace,42,36
7/18/2020,West Ham,37,36
7/18/2020,Brighton,37,36
7/18/2020,Watford,34,36
7/18/2020,Bournemouth,31,36
7/18/2020,Aston Villa,31,36
7/18/2020,Norwich City,21,36
7/19/2020,Liverpool,93,36
7/19/2020,Manchester City,75,36
7/19/2020,Chelsea,63,36
7/19/2020,Leicester City,62,36
7/19/2020,Manchester Utd,62,36
7/19/2020,Wolves,56,36
7/19/2020,Tottenham,55,36
7/19/2020,Sheffield Utd,54,36
7/19/2020,Burnley,54,37
7/19/2020,Arsenal,53,36
7/19/2020,Everton,46,36
7/19/2020,Southampton,46,36
7/19/2020,Newcastle Utd,43,36
7/19/2020,Crystal Palace,42,36
7/19/2020,West Ham,37,36
7/19/2020,Brighton,37,36
7/19/2020,Watford,34,36
7/19/2020,Bournemouth,31,36
7/19/2020,Aston Villa,31,36
7/19/2020,Norwich City,21,37
7/20/2020,Liverpool,93,36
7/20/2020,Manchester City,75,36
7/20/2020,Chelsea,63,36
7/20/2020,Leicester City,62,37
7/20/2020,Manchester Utd,62,36
7/20/2020,Tottenham,58,37
7/20/2020,Wolves,56,36
7/20/2020,Sheffield Utd,54,36
7/20/2020,Burnley,54,37
7/20/2020,Arsenal,53,36
7/20/2020,Southampton,49,37
7/20/2020,Everton,46,36
7/20/2020,Newcastle Utd,43,36
7/20/2020,Crystal Palace,42,36
7/20/2020,West Ham,37,36
7/20/2020,Brighton,37,36
7/20/2020,Watford,34,36
7/20/2020,Aston Villa,31,36
7/20/2020,Bournemouth,31,37
7/20/2020,Norwich City,21,37
7/21/2020,Liverpool,93,36
7/21/2020,Manchester City,75,36
7/21/2020,Chelsea,63,36
7/21/2020,Leicester City,62,37
7/21/2020,Manchester Utd,62,36
7/21/2020,Wolves,59,37
7/21/2020,Tottenham,58,37
7/21/2020,Sheffield Utd,54,37
7/21/2020,Burnley,54,37
7/21/2020,Arsenal,53,36
7/21/2020,Everton,49,37
7/21/2020,Southampton,49,37
7/21/2020,Newcastle Utd,44,37
7/21/2020,Crystal Palace,42,37
7/21/2020,Brighton,38,37
7/21/2020,West Ham,37,36
7/21/2020,Watford,34,36
7/21/2020,Aston Villa,31,36
7/21/2020,Bournemouth,31,37
7/21/2020,Norwich City,21,37
7/22/2020,Liverpool,93,36
7/22/2020,Manchester City,78,37
7/22/2020,Chelsea,63,36
7/22/2020,Leicester City,62,37
7/22/2020,Manchester Utd,62,36
7/22/2020,Wolves,59,37
7/22/2020,Tottenham,58,37
7/22/2020,Sheffield Utd,54,37
7/22/2020,Burnley,54,37
7/22/2020,Arsenal,53,37
7/22/2020,Everton,49,37
7/22/2020,Southampton,49,37
7/22/2020,Newcastle Utd,44,37
7/22/2020,Crystal Palace,42,37
7/22/2020,Brighton,38,37
7/22/2020,West Ham,37,36
7/22/2020,Aston Villa,34,37
7/22/2020,Watford,34,37
7/22/2020,Bournemouth,31,37
7/22/2020,Norwich City,21,37
7/26/2020,Liverpool,96,37
7/26/2020,Manchester City,78,37
7/26/2020,Manchester Utd,63,37
7/26/2020,Chelsea,63,37
7/26/2020,Leicester City,62,37
7/26/2020,Wolves,59,37
7/26/2020,Tottenham,58,37
7/26/2020,Sheffield Utd,54,37
7/26/2020,Burnley,54,37
7/26/2020,Arsenal,53,37
7/26/2020,Everton,49,37
7/26/2020,Southampton,49,37
7/26/2020,Newcastle Utd,44,37
7/26/2020,Crystal Palace,42,37
7/26/2020,West Ham,38,37
7/26/2020,Brighton,38,37
7/26/2020,Aston Villa,34,37
7/26/2020,Watford,34,37
7/26/2020,Bournemouth,31,37
7/26/2020,Norwich City,21,37
3/1/2021,Manchester City,62,26
3/1/2021,Manchester Utd,50,26
3/1/2021,Leicester City,49,26
3/1/2021,West Ham,45,26
3/1/2021,Chelsea,44,26
3/1/2021,Liverpool,43,26
3/1/2021,Everton,40,24
3/1/2021,Tottenham,39,25
3/1/2021,Aston Villa,39,24
3/1/2021,Arsenal,37,26
3/1/2021,Leeds United,35,26
3/1/2021,Wolves,34,26
3/1/2021,Crystal Palace,33,26
3/1/2021,Southampton,30,25
3/1/2021,Burnley,28,26
3/1/2021,Brighton,26,26
3/1/2021,Newcastle Utd,26,26
3/1/2021,Fulham,23,26
3/1/2021,West Brom,17,26
3/1/2021,Sheffield Utd,11,26
3/2/2021,Manchester City,62,26
3/2/2021,Manchester Utd,50,26
3/2/2021,Leicester City,49,26
3/2/2021,West Ham,45,26
3/2/2021,Chelsea,44,26
3/2/2021,Liverpool,43,26
3/2/2021,Everton,43,25
3/2/2021,Tottenham,39,25
3/2/2021,Aston Villa,39,24
3/2/2021,Arsenal,37,26
3/2/2021,Leeds United,35,26
3/2/2021,Wolves,34,26
3/2/2021,Crystal Palace,33,26
3/2/2021,Southampton,30,26
3/2/2021,Burnley,28,26
3/2/2021,Brighton,26,26
3/2/2021,Newcastle Utd,26,26
3/2/2021,Fulham,23,26
3/2/2021,West Brom,17,26
3/2/2021,Sheffield Utd,11,26
3/3/2021,Manchester City,65,27
3/3/2021,Manchester Utd,50,26
3/3/2021,Leicester City,49,26
3/3/2021,West Ham,45,26
3/3/2021,Chelsea,44,26
3/3/2021,Liverpool,43,26
3/3/2021,Everton,43,25
3/3/2021,Tottenham,39,25
3/3/2021,Aston Villa,39,24
3/3/2021,Arsenal,37,26
3/3/2021,Leeds United,35,26
3/3/2021,Wolves,34,27
3/3/2021,Crystal Palace,33,26
3/3/2021,Southampton,30,26
3/3/2021,Burnley,28,26
3/3/2021,Brighton,26,26
3/3/2021,Newcastle Utd,26,26
3/3/2021,Fulham,23,26
3/3/2021,West Brom,17,26
3/3/2021,Sheffield Utd,11,26
3/4/2021,Manchester City,65,27
3/4/2021,Manchester Utd,51,27
3/4/2021,Leicester City,50,27
3/4/2021,West Ham,45,26
3/4/2021,Chelsea,44,26
3/4/2021,Liverpool,43,26
3/4/2021,Everton,43,25
3/4/2021,Tottenham,39,25
3/4/2021,Aston Villa,39,25
3/4/2021,Arsenal,37,26
3/4/2021,Leeds United,35,26
3/4/2021,Wolves,34,27
3/4/2021,Crystal Palace,34,27
3/4/2021,Southampton,30,26
3/4/2021,Burnley,29,27
3/4/2021,Brighton,26,26
3/4/2021,Newcastle Utd,26,26
3/4/2021,Fulham,23,26
3/4/2021,West Brom,17,26
3/4/2021,Sheffield Utd,14,27
3/6/2021,Manchester City,65,27
3/6/2021,Manchester Utd,51,27
3/6/2021,Leicester City,50,27
3/6/2021,Chelsea,47,27
3/6/2021,Everton,46,26
3/6/2021,West Ham,45,26
3/6/2021,Liverpool,43,27
3/6/2021,Tottenham,42,26
3/6/2021,Aston Villa,39,25
3/6/2021,Arsenal,37,26
3/6/2021,Leeds United,35,26
3/6/2021,Wolves,34,27
3/6/2021,Crystal Palace,34,27
3/6/2021,Southampton,30,26
3/6/2021,Burnley,29,27
3/6/2021,Brighton,26,26
3/6/2021,Newcastle Utd,26,26
3/6/2021,Fulham,23,27
3/6/2021,West Brom,17,27
3/6/2021,Sheffield Utd,14,27
3/7/2021,Manchester City,65,27
3/7/2021,Leicester City,53,28
3/7/2021,Manchester Utd,51,27
3/7/2021,Chelsea,47,27
3/7/2021,Everton,46,26
3/7/2021,West Ham,45,26
3/7/2021,Liverpool,43,27
3/7/2021,Tottenham,42,26
3/7/2021,Aston Villa,40,26
3/7/2021,Arsenal,38,27
3/7/2021,Leeds United,35,26
3/7/2021,Wolves,35,28
3/7/2021,Crystal Palace,34,27
3/7/2021,Southampton,33,27
3/7/2021,Burnley,30,28
3/7/2021,Brighton,26,27
3/7/2021,Newcastle Utd,26,26
3/7/2021,Fulham,23,27
3/7/2021,West Brom,17,27
3/7/2021,Sheffield Utd,14,28
3/8/2021,Manchester City,65,28
3/8/2021,Manchester Utd,54,28
3/8/2021,Leicester City,53,28
3/8/2021,Chelsea,47,27
3/8/2021,Everton,46,26
3/8/2021,Tottenham,45,27
3/8/2021,West Ham,45,26
3/8/2021,Liverpool,43,28
3/8/2021,Aston Villa,40,26
3/8/2021,Arsenal,38,27
3/8/2021,Leeds United,35,26
3/8/2021,Wolves,35,28
3/8/2021,Crystal Palace,34,28
3/8/2021,Southampton,33,27
3/8/2021,Burnley,30,28
3/8/2021,Newcastle Utd,27,27
3/8/2021,Brighton,26,27
3/8/2021,Fulham,26,28
3/8/2021,West Brom,18,28
3/8/2021,Sheffield Utd,14,28
3/10/2021,Manchester City,65,28
3/10/2021,Manchester Utd,54,28
3/10/2021,Leicester City,53,28
3/10/2021,Chelsea,50,28
3/10/2021,West Ham,48,27
3/10/2021,Everton,46,27
3/10/2021,Tottenham,45,27
3/10/2021,Liverpool,43,28
3/10/2021,Aston Villa,40,26
3/10/2021,Arsenal,38,27
3/10/2021,Leeds United,35,27
3/10/2021,Wolves,35,28
3/10/2021,Crystal Palace,34,28
3/10/2021,Southampton,33,27
3/10/2021,Burnley,30,28
3/10/2021,Newcastle Utd,27,27
3/10/2021,Brighton,26,27
3/10/2021,Fulham,26,28
3/10/2021,West Brom,18,28
3/10/2021,Sheffield Utd,14,28
3/12/2021,Manchester City,68,29
3/12/2021,Manchester Utd,54,28
3/12/2021,Leicester City,53,28
3/12/2021,Chelsea,50,28
3/12/2021,West Ham,48,27
3/12/2021,Everton,46,27
3/12/2021,Tottenham,45,27
3/12/2021,Liverpool,43,28
3/12/2021,Aston Villa,40,26
3/12/2021,Arsenal,38,27
3/12/2021,Leeds United,35,27
3/12/2021,Wolves,35,28
3/12/2021,Crystal Palace,34,28
3/12/2021,Southampton,33,28
3/12/2021,Burnley,30,28
3/12/2021,Newcastle Utd,27,27
3/12/2021,Brighton,26,27
3/12/2021,Fulham,26,28
3/12/2021,West Brom,18,28
3/12/2021,Sheffield Utd,14,28
3/13/2021,Manchester City,68,29
3/13/2021,Manchester Utd,54,28
3/13/2021,Leicester City,53,28
3/13/2021,Chelsea,50,28
3/13/2021,West Ham,48,27
3/13/2021,Everton,46,27
3/13/2021,Tottenham,45,27
3/13/2021,Liverpool,43,28
3/13/2021,Aston Villa,41,27
3/13/2021,Arsenal,38,27
3/13/2021,Leeds United,35,27
3/13/2021,Wolves,35,28
3/13/2021,Crystal Palace,34,28
3/13/2021,Southampton,33,28
3/13/2021,Burnley,30,28
3/13/2021,Newcastle Utd,28,28
3/13/2021,Brighton,26,27
3/13/2021,Fulham,26,28
3/13/2021,West Brom,18,28
3/13/2021,Sheffield Utd,14,28
3/14/2021,Manchester City,71,30
3/14/2021,Manchester Utd,54,28
3/14/2021,Leicester City,53,28
3/14/2021,Chelsea,51,29
3/14/2021,West Ham,48,27
3/14/2021,Everton,46,28
3/14/2021,Tottenham,45,27
3/14/2021,Liverpool,43,28
3/14/2021,Aston Villa,41,27
3/14/2021,Arsenal,38,27
3/14/2021,Crystal Palace,37,29
3/14/2021,Leeds United,36,28
3/14/2021,Wolves,35,28
3/14/2021,Southampton,33,28
3/14/2021,Burnley,33,29
3/14/2021,Newcastle Utd,28,28
3/14/2021,Brighton,26,27
3/14/2021,Fulham,26,29
3/14/2021,West Brom,18,29
3/14/2021,Sheffield Utd,14,28
3/15/2021,Manchester City,71,30
3/15/2021,Manchester Utd,57,29
3/15/2021,Leicester City,56,29
3/15/2021,Chelsea,51,29
3/15/2021,West Ham,48,28
3/15/2021,Everton,46,28
3/15/2021,Tottenham,45,28
3/15/2021,Liverpool,43,28
3/15/2021,Aston Villa,41,27
3/15/2021,Arsenal,41,28
3/15/2021,Crystal Palace,37,29
3/15/2021,Leeds United,36,28
3/15/2021,Wolves,35,28
3/15/2021,Southampton,33,29
3/15/2021,Burnley,33,29
3/15/2021,Brighton,29,28
3/15/2021,Newcastle Utd,28,28
3/15/2021,Fulham,26,29
3/15/2021,West Brom,18,29
3/15/2021,Sheffield Utd,14,29
3/19/2021,Manchester City,71,30
3/19/2021,Manchester Utd,57,29
3/19/2021,Leicester City,56,29
3/19/2021,Chelsea,51,29
3/19/2021,West Ham,48,28
3/19/2021,Liverpool,46,29
3/19/2021,Everton,46,28
3/19/2021,Tottenham,45,28
3/19/2021,Aston Villa,41,27
3/19/2021,Arsenal,41,28
3/19/2021,Crystal Palace,37,29
3/19/2021,Leeds United,36,28
3/19/2021,Wolves,35,29
3/19/2021,Southampton,33,29
3/19/2021,Burnley,33,29
3/19/2021,Brighton,29,28
3/19/2021,Newcastle Utd,28,28
3/19/2021,Fulham,26,29
3/19/2021,West Brom,18,29
3/19/2021,Sheffield Utd,14,29
3/20/2021,Manchester City,71,30
3/20/2021,Manchester Utd,57,29
3/20/2021,Leicester City,56,29
3/20/2021,Chelsea,51,29
3/20/2021,West Ham,48,28
3/20/2021,Liverpool,46,29
3/20/2021,Everton,46,28
3/20/2021,Tottenham,45,28
3/20/2021,Aston Villa,41,27
3/20/2021,Arsenal,41,28
3/20/2021,Leeds United,39,29
3/20/2021,Crystal Palace,37,29
3/20/2021,Wolves,35,29
3/20/2021,Southampton,33,29
3/20/2021,Burnley,33,29
3/20/2021,Brighton,29,28
3/20/2021,Newcastle Utd,28,28
3/20/2021,Fulham,26,30
3/20/2021,West Brom,18,29
3/20/2021,Sheffield Utd,14,29
3/21/2021,Manchester City,71,30
3/21/2021,Manchester Utd,57,29
3/21/2021,Leicester City,56,29
3/21/2021,Chelsea,51,29
3/21/2021,West Ham,48,28
3/21/2021,Liverpool,46,29
3/21/2021,Everton,46,28
3/21/2021,Tottenham,45,28
3/21/2021,Aston Villa,41,27
3/21/2021,Arsenal,41,28
3/21/2021,Leeds United,39,29
3/21/2021,Crystal Palace,37,29
3/21/2021,Wolves,35,29
3/21/2021,Southampton,33,29
3/21/2021,Burnley,33,29
3/21/2021,Brighton,32,29
3/21/2021,Newcastle Utd,28,29
3/21/2021,Fulham,26,30
3/21/2021,West Brom,18,29
3/21/2021,Sheffield Utd,14,29
4/3/2021,Manchester City,71,30
4/3/2021,Manchester Utd,57,29
4/3/2021,Leicester City,56,29
4/3/2021,Chelsea,51,29
4/3/2021,West Ham,49,29
4/3/2021,Tottenham,48,29
4/3/2021,Liverpool,46,29
4/3/2021,Everton,46,28
4/3/2021,Arsenal,42,29
4/3/2021,Aston Villa,41,28
4/3/2021,Leeds United,39,29
4/3/2021,Crystal Palace,37,29
4/3/2021,Wolves,35,29
4/3/2021,Southampton,33,29
4/3/2021,Burnley,33,29
4/3/2021,Brighton,32,29
4/3/2021,Newcastle Utd,28,29
4/3/2021,Fulham,26,30
4/3/2021,West Brom,18,29
4/3/2021,Sheffield Utd,14,29
4/4/2021,Manchester City,74,31
4/4/2021,Manchester Utd,57,29
4/4/2021,Leicester City,56,30
4/4/2021,Chelsea,51,30
4/4/2021,Liverpool,49,30
4/4/2021,West Ham,49,29
4/4/2021,Tottenham,48,29
4/4/2021,Everton,46,28
4/4/2021,Arsenal,42,30
4/4/2021,Leeds United,42,30
4/4/2021,Aston Villa,41,28
4/4/2021,Crystal Palace,37,29
4/4/2021,Wolves,35,29
4/4/2021,Southampton,33,29
4/4/2021,Burnley,33,29
4/4/2021,Brighton,32,29
4/4/2021,Newcastle Utd,28,29
4/4/2021,Fulham,26,30
4/4/2021,West Brom,21,30
4/4/2021,Sheffield Utd,14,30
4/5/2021,Manchester City,74,31
4/5/2021,Manchester Utd,60,30
4/5/2021,Leicester City,56,30
4/5/2021,Chelsea,51,30
4/5/2021,Tottenham,49,30
4/5/2021,Liverpool,49,30
4/5/2021,West Ham,49,29
4/5/2021,Everton,46,28
4/5/2021,Aston Villa,44,29
4/5/2021,Arsenal,42,30
4/5/2021,Leeds United,42,30
4/5/2021,Crystal Palace,37,29
4/5/2021,Southampton,36,30
4/5/2021,Wolves,35,29
4/5/2021,Burnley,33,30
4/5/2021,Brighton,32,30
4/5/2021,Newcastle Utd,29,30
4/5/2021,Fulham,26,31
4/5/2021,West Brom,21,30
4/5/2021,Sheffield Utd,14,30
4/9/2021,Manchester City,74,31
4/9/2021,Manchester Utd,60,30
4/9/2021,Leicester City,56,30
4/9/2021,West Ham,52,30
4/9/2021,Chelsea,51,30
4/9/2021,Tottenham,49,30
4/9/2021,Liverpool,49,30
4/9/2021,Everton,47,29
4/9/2021,Aston Villa,44,29
4/9/2021,Arsenal,42,30
4/9/2021,Leeds United,42,30
4/9/2021,Crystal Palace,38,30
4/9/2021,Southampton,36,30
4/9/2021,Wolves,35,30
4/9/2021,Burnley,33,30
4/9/2021,Brighton,32,30
4/9/2021,Newcastle Utd,29,30
4/9/2021,Fulham,26,31
4/9/2021,West Brom,21,30
4/9/2021,Sheffield Utd,14,30
4/10/2021,Manchester City,74,31
4/10/2021,Manchester Utd,60,30
4/10/2021,Leicester City,56,30
4/10/2021,West Ham,52,30
4/10/2021,Chelsea,51,30
4/10/2021,Tottenham,49,30
4/10/2021,Liverpool,49,30
4/10/2021,Everton,47,29
4/10/2021,Aston Villa,44,29
4/10/2021,Arsenal,42,30
4/10/2021,Leeds United,42,30
4/10/2021,Wolves,38,31
4/10/2021,Crystal Palace,38,30
4/10/2021,Southampton,36,30
4/10/2021,Burnley,33,30
4/10/2021,Brighton,32,30
4/10/2021,Newcastle Utd,29,30
4/10/2021,Fulham,26,32
4/10/2021,West Brom,21,30
4/10/2021,Sheffield Utd,14,30
4/11/2021,Manchester City,74,32
4/11/2021,Manchester Utd,60,30
4/11/2021,Leicester City,56,30
4/11/2021,Chelsea,54,31
4/11/2021,Liverpool,52,31
4/11/2021,West Ham,52,30
4/11/2021,Tottenham,49,30
4/11/2021,Everton,47,29
4/11/2021,Leeds United,45,31
4/11/2021,Aston Villa,44,30
4/11/2021,Arsenal,42,30
4/11/2021,Wolves,38,31
4/11/2021,Crystal Palace,38,31
4/11/2021,Southampton,36,30
4/11/2021,Burnley,33,30
4/11/2021,Brighton,32,30
4/11/2021,Newcastle Utd,29,30
4/11/2021,Fulham,26,32
4/11/2021,West Brom,21,30
4/11/2021,Sheffield Utd,14,30
4/12/2021,Manchester City,74,32
4/12/2021,Manchester Utd,63,31
4/12/2021,Leicester City,56,31
4/12/2021,West Ham,55,31
4/12/2021,Chelsea,54,31
4/12/2021,Liverpool,52,31
4/12/2021,Tottenham,49,31
4/12/2021,Everton,47,29
4/12/2021,Arsenal,45,31
4/12/2021,Leeds United,45,31
4/12/2021,Aston Villa,44,30
4/12/2021,Wolves,38,31
4/12/2021,Crystal Palace,38,31
4/12/2021,Southampton,36,30
4/12/2021,Burnley,33,31
4/12/2021,Brighton,32,30
4/12/2021,Newcastle Utd,32,31
4/12/2021,Fulham,26,32
4/12/2021,West Brom,21,30
4/12/2021,Sheffield Utd,14,31
4/16/2021,Manchester City,74,32
4/16/2021,Manchester Utd,63,31
4/16/2021,Leicester City,56,31
4/16/2021,West Ham,55,31
4/16/2021,Chelsea,54,31
4/16/2021,Liverpool,52,31
4/16/2021,Tottenham,49,31
4/16/2021,Everton,48,30
4/16/2021,Arsenal,45,31
4/16/2021,Leeds United,45,31
4/16/2021,Aston Villa,44,30
4/16/2021,Wolves,38,31
4/16/2021,Crystal Palace,38,31
4/16/2021,Southampton,36,31
4/16/2021,Brighton,33,31
4/16/2021,Burnley,33,31
4/16/2021,Newcastle Utd,32,31
4/16/2021,Fulham,26,32
4/16/2021,West Brom,24,31
4/16/2021,Sheffield Utd,14,31
4/17/2021,Manchester City,74,32
4/17/2021,Manchester Utd,63,31
4/17/2021,Leicester City,56,31
4/17/2021,West Ham,55,31
4/17/2021,Chelsea,54,31
4/17/2021,Liverpool,52,31
4/17/2021,Tottenham,50,32
4/17/2021,Everton,49,31
4/17/2021,Arsenal,45,31
4/17/2021,Leeds United,45,31
4/17/2021,Aston Villa,44,30
4/17/2021,Wolves,38,31
4/17/2021,Crystal Palace,38,31
4/17/2021,Southampton,36,31
4/17/2021,Brighton,33,31
4/17/2021,Burnley,33,31
4/17/2021,Newcastle Utd,32,31
4/17/2021,Fulham,26,32
4/17/2021,West Brom,24,31
4/17/2021,Sheffield Utd,14,31
4/18/2021,Manchester City,74,32
4/18/2021,Manchester Utd,63,31
4/18/2021,Leicester City,56,31
4/18/2021,West Ham,55,32
4/18/2021,Chelsea,54,31
4/18/2021,Liverpool,52,31
4/18/2021,Tottenham,50,32
4/18/2021,Everton,49,31
4/18/2021,Arsenal,45,31
4/18/2021,Leeds United,45,31
4/18/2021,Aston Villa,44,30
4/18/2021,Wolves,41,32
4/18/2021,Crystal Palace,38,31
4/18/2021,Southampton,36,31
4/18/2021,Newcastle Utd,35,32
4/18/2021,Brighton,33,31
4/18/2021,Burnley,33,31
4/18/2021,Fulham,26,32
4/18/2021,West Brom,24,31
4/18/2021,Sheffield Utd,14,32
4/19/2021,Manchester City,74,32
4/19/2021,Manchester Utd,66,32
4/19/2021,Leicester City,56,31
4/19/2021,West Ham,55,32
4/19/2021,Chelsea,54,31
4/19/2021,Liverpool,52,31
4/19/2021,Tottenham,50,32
4/19/2021,Everton,49,31
4/19/2021,Arsenal,46,32
4/19/2021,Leeds United,45,31
4/19/2021,Aston Villa,44,30
4/19/2021,Wolves,41,32
4/19/2021,Crystal Palace,38,31
4/19/2021,Southampton,36,31
4/19/2021,Newcastle Utd,35,32
4/19/2021,Brighton,33,31
4/19/2021,Burnley,33,32
4/19/2021,Fulham,27,33
4/19/2021,West Brom,24,31
4/19/2021,Sheffield Utd,14,32
4/20/2021,Manchester City,74,32
4/20/2021,Manchester Utd,66,32
4/20/2021,Leicester City,56,31
4/20/2021,West Ham,55,32
4/20/2021,Chelsea,54,31
4/20/2021,Liverpool,53,32
4/20/2021,Tottenham,50,32
4/20/2021,Everton,49,31
4/20/2021,Arsenal,46,32
4/20/2021,Leeds United,46,32
4/20/2021,Aston Villa,44,30
4/20/2021,Wolves,41,32
4/20/2021,Crystal Palace,38,31
4/20/2021,Southampton,36,31
4/20/2021,Newcastle Utd,35,32
4/20/2021,Brighton,33,31
4/20/2021,Burnley,33,32
4/20/2021,Fulham,27,33
4/20/2021,West Brom,24,31
4/20/2021,Sheffield Utd,14,32
4/21/2021,Manchester City,74,32
4/21/2021,Manchester Utd,66,32
4/21/2021,Leicester City,56,31
4/21/2021,Chelsea,55,32
4/21/2021,West Ham,55,32
4/21/2021,Liverpool,53,32
4/21/2021,Tottenham,50,32
4/21/2021,Everton,49,31
4/21/2021,Arsenal,46,32
4/21/2021,Leeds United,46,32
4/21/2021,Aston Villa,44,30
4/21/2021,Wolves,41,32
4/21/2021,Crystal Palace,38,31
4/21/2021,Southampton,36,31
4/21/2021,Newcastle Utd,35,32
4/21/2021,Brighton,34,32
4/21/2021,Burnley,33,32
4/21/2021,Fulham,27,33
4/21/2021,West Brom,24,31
4/21/2021,Sheffield Utd,14,32
4/22/2021,Manchester City,77,33
4/22/2021,Manchester Utd,66,32
4/22/2021,Leicester City,56,31
4/22/2021,Chelsea,55,32
4/22/2021,West Ham,55,32
4/22/2021,Tottenham,53,33
4/22/2021,Liverpool,53,32
4/22/2021,Everton,49,31
4/22/2021,Arsenal,46,32
4/22/2021,Leeds United,46,32
4/22/2021,Aston Villa,44,31
4/22/2021,Wolves,41,32
4/22/2021,Crystal Palace,38,31
4/22/2021,Southampton,36,32
4/22/2021,Newcastle Utd,35,32
4/22/2021,Brighton,34,32
4/22/2021,Burnley,33,32
4/22/2021,Fulham,27,33
4/22/2021,West Brom,24,31
4/22/2021,Sheffield Utd,14,32
4/23/2021,Manchester City,77,33
4/23/2021,Manchester Utd,66,32
4/23/2021,Leicester City,59,32
4/23/2021,Chelsea,55,32
4/23/2021,West Ham,55,32
4/23/2021,Tottenham,53,33
4/23/2021,Liverpool,53,32
4/23/2021,Everton,49,31
4/23/2021,Arsenal,46,32
4/23/2021,Leeds United,46,32
4/23/2021,Aston Villa,44,31
4/23/2021,Wolves,41,32
4/23/2021,Crystal Palace,38,31
4/23/2021,Southampton,36,32
4/23/2021,Newcastle Utd,35,32
4/23/2021,Brighton,34,32
4/23/2021,Burnley,33,32
4/23/2021,Fulham,27,33
4/23/2021,West Brom,24,32
4/23/2021,Sheffield Utd,14,32
4/24/2021,Manchester City,77,33
4/24/2021,Manchester Utd,66,32
4/24/2021,Leicester City,59,32
4/24/2021,Chelsea,55,32
4/24/2021,West Ham,55,32
4/24/2021,Tottenham,53,33
4/24/2021,Liverpool,53,32
4/24/2021,Everton,52,32
4/24/2021,Arsenal,46,33
4/24/2021,Leeds United,46,32
4/24/2021,Aston Villa,44,31
4/24/2021,Wolves,41,32
4/24/2021,Crystal Palace,38,31
4/24/2021,Southampton,36,32
4/24/2021,Newcastle Utd,35,32
4/24/2021,Brighton,34,32
4/24/2021,Burnley,33,32
4/24/2021,Fulham,27,33
4/24/2021,West Brom,24,32
4/24/2021,Sheffield Utd,14,32
4/25/2021,Manchester City,77,33
4/25/2021,Manchester Utd,66,32
4/25/2021,Leicester City,59,32
4/25/2021,Chelsea,58,33
4/25/2021,West Ham,55,33
4/25/2021,Liverpool,54,33
4/25/2021,Tottenham,53,33
4/25/2021,Everton,52,32
4/25/2021,Arsenal,46,33
4/25/2021,Leeds United,46,32
4/25/2021,Aston Villa,44,31
4/25/2021,Wolves,41,32
4/25/2021,Crystal Palace,38,31
4/25/2021,Southampton,36,32
4/25/2021,Newcastle Utd,36,33
4/25/2021,Brighton,34,33
4/25/2021,Burnley,33,32
4/25/2021,Fulham,27,33
4/25/2021,West Brom,24,32
4/25/2021,Sheffield Utd,17,33
4/26/2021,Manchester City,77,33
4/26/2021,Manchester Utd,67,33
